,יום מכירה,כתובת,גוש חלקה - תת חלקה,סוג נכס,חדרים,קומה,"מ""ר",סכום,מגמת שינוי
31,04.02.2010,דן 15,5387-39-9,דירה בבית קומות,4,קרקע,91.76,"1,870,000",60% ב 12.1 שנים
32,05.09.2002,דן 15,5387-39-9,דירה בבית קומות,4,קרקע,91.76,"1,347,000",60% ב 12.1 שנים
33,22.04.1998,דן 15,5387-39-9,דירה בבית קומות,4,קרקע,91.76,"908,000",60% ב 12.1 שנים
34,11.04.2022,צלליכין 2,3926-476-10,דירה בבית קומות,4,שלישית + רביעית,115.56,"2,830,000",162% ב 15.2 שנים
35,31.01.2007,צלליכין 2,3926-476-10,דירה בבית קומות,4,שלישית + רביעית,115.56,"1,079,000",162% ב 15.2 שנים
36,10.04.2022,האבות 20,3930-432-9,דירה בבית קומות,4,שלישית,77.45,"1,740,000",14% ב 5 שנים
37,02.04.2017,האבות 20,3930-432-9,דירה בבית קומות,4,שלישית,77.45,"1,525,000",14% ב 5 שנים
38,07.04.2022,NaN,3946-329-73,דירה בבית קומות,4,עשירית,95,"2,820,000",NaN
39,07.04.2022,החלמונית 26,5036-79-75,דירה בבית קומות,4,שלישית,99.55,"1,920,000",NaN
40,06.04.2022,האורגן 11,5182-6-34,דירה בבית קומות,4,שלישית,93.50,"2,000,000",NaN
41,05.04.2022,צייטלין 2,7281-71-17,דירה בבית קומות,4,שניה,94,"1,945,000",NaN
42,05.04.2022,לוין אשר 7,3933-325-28,דירה בבית קומות,4,רביעית,77.58,"1,540,000",NaN
43,05.04.2022,חנקין 16,3936-5-5,דירה בבית קומות,4,ראשונה,92.23,"1,695,000",NaN
44,05.04.2022,תנועות הנוער 10,3939-432-10,דירה בבית קומות,4,חמישית,82.15,"2,400,000",122% ב 11.8 שנים
45,04.06.2010,תנועות הנוער 10,3939-432-10,דירה בבית קומות,4,חמישית,82.15,"1,080,000",122% ב 11.8 שנים
46,13.12.2000,תנועות הנוער 10,3939-432-10,דירה בבית קומות,4,חמישית,82.15,"673,000",122% ב 11.8 שנים
47,04.04.2022,"ריב""ל 14",5114-36-127,דירה בבית קומות,4,תשיעית,93,"2,670,000",50% ב 6.9 שנים
48,26.05.2015,"ריב""ל 14",5114-36-127,דירה בבית קומות,4,תשיעית,93,"1,775,000",50% ב 6.9 שנים
49,24.10.2000,"ריב""ל 14",5114-36-127,דירה בבית קומות,4,תשיעית,93,"919,000",50% ב 6.9 שנים
50,03.04.2022,הורוביץ 37,3926-600-9,דירה בבית קומות,4,שלישית,76.36,"1,850,000",10% ב 4.9 שנים
51,31.03.2022,אלירז שלמה 3,3930-131-492,דירה בבית קומות,4,שתים עשרה,109,"2,490,000",NaN
52,31.03.2022,"צ""ג בנות 32",3929-891-32,דירה בבית קומות,4,שישית,98,"1,900,000",NaN
53,30.03.2022,פינס 3,3928-467-12,דירה בבית קומות,4,רביעית,97.16,"1,620,000",NaN
54,30.03.2022,חיל האויר 1,2717-36-70,דירה בבית קומות,4,תשע עשרה,91.95,"3,350,000",63% ב 6.9 שנים
55,01.04.2015,חיל האויר 1,2717-36-70,דירה בבית קומות,4,תשע עשרה,91.95,"2,050,000",63% ב 6.9 שנים
56,29.03.2022,רמז 14,3923-219-18,דירה בבית קומות,4,קרקע,105,"2,050,000",NaN
57,08.03.2022,רמז 14,3923-219-18,דירה בבית קומות,4,קרקע,105,"2,250,000",NaN
58,15.02.2022,רמז 14,3923-219-18,דירה בבית קומות,4,קרקע,105,"3,000,000",NaN
59,03.08.2021,רמז 14,3923-219-18,דירה בבית קומות,4,קרקע,105,"2,050,000",NaN
60,13.04.2021,רמז 14,3923-219-18,דירה בבית קומות,4,קרקע,105,"2,500,000",NaN
61,29.03.2022,החלמונית 36,5036-117-56,דירה בבית קומות,4,שישית,110.40,"2,610,000",102% ב 11.9 שנים
62,18.04.2010,החלמונית 36,5036-117-56,דירה בבית קומות,4,שישית,110.40,"1,290,000",102% ב 11.9 שנים
63,28.03.2022,האחים סולימן 16,3930-553-198,דירה בבית קומות,4,ארבע עשרה,88.70,"2,400,000",NaN
64,27.03.2022,אלירז שלמה 3,3930-131-493,דירה בבית קומות,4,עשרים ואחת,115,"2,650,000",NaN
65,27.03.2022,יוחנן הסנדלר 27,3929-375-3,דירה בבית קומות,4,שניה,81.68,"1,895,000",NaN
66,27.03.2022,מעגל השלום 29,5096-2-46,דירה בבית קומות,4,שתים עשרה,97,"2,780,000",62% ב 19.4 שנים
67,26.10.2002,מעגל השלום 29,5096-2-46,דירה בבית קומות,4,שתים עשרה,97,"1,709,000",62% ב 19.4 שנים
68,27.03.2022,וולפסון 25,3926-251-4,דירה בבית קומות,4,שניה,81.98,"1,866,000",NaN
69,27.03.2022,הגדוד העברי 56,3929-820-16,דירה בבית קומות,4,ראשונה,98.40,"2,038,000",47% ב 5.7 שנים
70,06.06.2016,הגדוד העברי 56,3929-820-16,דירה בבית קומות,4,ראשונה,98.40,"1,380,000",47% ב 5.7 שנים
71,24.03.2022,חזון איש 20,3929-298-6,דירה בבית קומות,4,שלישית,75.19,"1,600,000",NaN
72,24.03.2022,המרגנית 18,5036-54-22,דירה בבית קומות,4,שישית,76.70,"1,900,000",40% ב 4 שנים
73,11.03.2018,המרגנית 18,5036-54-22,דירה בבית קומות,4,שישית,76.70,"1,350,000",40% ב 4 שנים
74,23.03.2022,שוחט מניה 11,3926-705-17,דירה בבית קומות,4,קומה ‎0‏,78,"1,730,000",NaN
75,28.11.2021,שוחט מניה 11,3926-705-17,דירה בבית קומות,4,קומה ‎0‏,78,"4,540,000",NaN
76,23.03.2022,הרב קוק 5,3932-128-10,דירה בבית קומות,4,רביעית,116.31,"2,100,000",170% ב 22.6 שנים
77,07.07.1999,הרב קוק 5,3932-128-10,דירה בבית קומות,4,רביעית,116.31,"775,000",170% ב 22.6 שנים
78,23.03.2022,שינקין 10,3928-259-4,דירה בבית קומות,4,שניה,84.06,"1,925,000",100% ב 12 שנים
79,23.02.2010,שינקין 10,3928-259-4,דירה בבית קומות,4,שניה,84.06,"962,000",100% ב 12 שנים
80,23.03.2022,חיל התותחנים 24,2717-24-14,דירה בבית קומות,4,שלישית,100.60,"1,960,000",71% ב 15 שנים
81,08.03.2007,חיל התותחנים 24,2717-24-14,דירה בבית קומות,4,שלישית,100.60,"1,144,000",71% ב 15 שנים
82,23.03.2022,NaN,3939-225-36,דירה בבית קומות,4,שלישית,98,"2,050,000",NaN
83,22.03.2022,התזמורת 38,5183-40-22,דירה בבית קומות,4,שישית,90.81,"2,850,000",62% ב 11 שנים
84,23.03.2011,התזמורת 38,5183-40-22,דירה בבית קומות,4,שישית,90.81,"1,750,000",62% ב 11 שנים
85,31.12.2001,התזמורת 38,5183-40-22,דירה בבית קומות,4,שישית,90.81,"905,000",62% ב 11 שנים
86,22.03.2022,מבצע משה 50,5748-13-41,דירה בבית קומות,4,אחת עשרה,98,"2,730,000",72% ב 8.8 שנים
87,05.05.2013,מבצע משה 50,5748-13-41,דירה בבית קומות,4,אחת עשרה,98,"1,580,000",72% ב 8.8 שנים
88,20.03.2022,מעונות ברכה 4,3937-176-1,דירה בבית קומות,4,ראשונה,70,"2,070,000",72% ב 5.5 שנים
89,16.08.2016,מעונות ברכה 4,3937-176-1,דירה בבית קומות,4,ראשונה,70,"1,200,000",72% ב 5.5 שנים
90,21.12.1998,מעונות ברכה 4,3937-176-1,דירה בבית קומות,4,ראשונה,70,"1,714,000",72% ב 5.5 שנים
91,20.03.2022,חניתה 3,5388-48-11,דירה בבית קומות,4,ראשונה,83,"2,050,000",NaN
92,20.03.2022,גרשוני אריה 4,6286-245-9,דירה בבית קומות,4,שלישית ורביעית,98.51,"2,575,000",179% ב 22.8 שנים
93,30.05.1999,גרשוני אריה 4,6286-245-9,דירה בבית קומות,4,שלישית ורביעית,98.51,"920,000",179% ב 22.8 שנים
94,17.03.2022,קרן היסוד 29,3928-701-9,דירה בבית קומות,4,שניה,75,"1,600,000",95% ב 11.9 שנים
95,06.04.2010,קרן היסוד 29,3928-701-9,דירה בבית קומות,4,שניה,75,"820,000",95% ב 11.9 שנים
96,17.03.2022,וולפסון 25,3926-251-5,דירה בבית קומות,4,שניה,92.64,"2,040,000",27% ב 8.3 שנים
97,27.11.2013,וולפסון 25,3926-251-5,דירה בבית קומות,4,שניה,92.64,"1,600,000",27% ב 8.3 שנים
98,16.03.2022,השירה העברית 4,5114-44-9,דירה בבית קומות,4,שלישית,81.70,"2,350,000",194% ב 15.7 שנים
99,20.06.2006,השירה העברית 4,5114-44-9,דירה בבית קומות,4,שלישית,81.70,"799,000",194% ב 15.7 שנים
100,16.03.2022,האורגן 1,5182-8-11,דירה בבית קומות,4,שלישית,83.50,"1,065,000",42% ב 21 שנים
101,18.03.2001,האורגן 1,5182-8-11,דירה בבית קומות,4,שלישית,83.50,"746,000",42% ב 21 שנים
102,16.03.2022,עין דור 4,6286-317-39,דירה בבית קומות,4,שמינית,99,"2,600,000",NaN
103,15.03.2022,דרור 25,3929-40-34,דירה בבית קומות,4,שישית,92.45,"1,995,000",68% ב 11.3 שנים
104,08.11.2010,דרור 25,3929-40-34,דירה בבית קומות,4,שישית,92.45,"1,185,000",68% ב 11.3 שנים
105,15.03.2022,חזון איש 1,3929-1015-4,דירה בבית קומות,4,שניה,93,"1,820,000",NaN
106,15.03.2022,NaN,3935-92-18,דירה בבית קומות,4,קומה ‎0‏,122,"2,380,000",NaN
107,14.03.2022,שרירא שמואל 14,6286-145-5,דירה בבית קומות,4,שניה,62.04,"1,610,000",NaN
108,14.03.2022,השריג 11,5039-37-9,דירה בבית קומות,4,שניה,102,"2,315,000",64% ב 8.1 שנים
109,02.01.2014,השריג 11,5039-37-9,דירה בבית קומות,4,שניה,102,"1,411,000",64% ב 8.1 שנים
110,29.06.2008,השריג 11,5039-37-9,דירה בבית קומות,4,שניה,102,"1,170,000",64% ב 8.1 שנים
111,14.03.2022,החלמונית 13,5036-24-49,דירה בבית קומות,4,ראשונה,103.20,"2,000,000",NaN
112,13.03.2022,נחמה 19,3932-70-18,דירה בבית קומות,4,קרקע,91,"2,150,000",NaN
113,10.03.2022,נחמה 19,3932-70-18,דירה בבית קומות,4,קרקע,91,"2,150,000",NaN
114,13.03.2022,שיבת ציון 7,3937-52-23,דירה בבית קומות,4,חמישית,99,"2,085,000",NaN
115,13.03.2022,הירשפלד 40,3926-917-17,דירה בבית קומות,4,שניה,86,"1,780,000",NaN
116,11.03.2022,קארו יוסף 9,3930-289-2,דירה בבית קומות,4,ראשונה,87.43,"1,893,000",NaN
117,11.03.2022,סוקולוב 5,3936-42-11,דירה בבית קומות,4,שלישית,79.95,"1,818,000",NaN
118,10.03.2022,תנועות הנוער 10,3939-432-8,דירה בבית קומות,4,רביעית,82.15,"2,270,000",22% ב 3.5 שנים
119,06.09.2018,תנועות הנוער 10,3939-432-8,דירה בבית קומות,4,רביעית,82.15,"1,850,000",22% ב 3.5 שנים
120,15.02.2010,תנועות הנוער 10,3939-432-8,דירה בבית קומות,4,רביעית,82.15,"1,183,000",22% ב 3.5 שנים
121,04.01.2005,תנועות הנוער 10,3939-432-8,דירה בבית קומות,4,רביעית,82.15,"790,000",22% ב 3.5 שנים
122,10.03.2022,פופל מרדכי 4,3939-288-18,דירה בבית קומות,4,חמישית,103.70,"902,000",25% ב 12.8 שנים
123,20.05.2009,פופל מרדכי 4,3939-288-18,דירה בבית קומות,4,חמישית,103.70,"719,000",25% ב 12.8 שנים
124,23.02.1999,פופל מרדכי 4,3939-288-18,דירה בבית קומות,4,חמישית,103.70,"634,000",25% ב 12.8 שנים
125,10.03.2022,על כנפי נשרים 9,3939-299-11,דירה בבית קומות,4,שלישית,88,"1,750,000",202% ב 15 שנים
126,11.02.2007,על כנפי נשרים 9,3939-299-11,דירה בבית קומות,4,שלישית,88,"578,000",202% ב 15 שנים
127,09.03.2022,הרב ינובסקי 3,3926-275-34,דירה בבית קומות,4,חמישית,77.60,"1,910,000",43% ב 7 שנים
128,20.03.2015,הרב ינובסקי 3,3926-275-34,דירה בבית קומות,4,חמישית,77.60,"1,330,000",43% ב 7 שנים
129,09.03.2022,הגלים 8,6823-183-42,דירה בבית קומות,4,שניה,75.70,"1,990,000",18% ב 1.8 שנים
130,17.05.2020,הגלים 8,6823-183-42,דירה בבית קומות,4,שניה,75.70,"1,685,000",18% ב 1.8 שנים
131,01.02.2013,הגלים 8,6823-183-42,דירה בבית קומות,4,שניה,75.70,"1,130,000",18% ב 1.8 שנים
132,18.06.2007,הגלים 8,6823-183-42,דירה בבית קומות,4,שניה,75.70,"699,000",18% ב 1.8 שנים
133,08.03.2022,טיומקין 9,3925-289-15,דירה בבית קומות,4,שביעית,91,"2,530,000",NaN
134,08.03.2022,האחים סולימן 9,3930-716-6,דירה בבית קומות,4,"שלישית, רביעית",82.84,"2,085,000",NaN
135,07.03.2022,ראובן ובת שבע 9,3939-281-24,דירה בבית קומות,4,שישית,81.51,"1,760,000",43% ב 7.7 שנים
136,10.06.2014,ראובן ובת שבע 9,3939-281-24,דירה בבית קומות,4,שישית,81.51,"1,230,000",43% ב 7.7 שנים
137,12.02.1998,ראובן ובת שבע 9,3939-281-24,דירה בבית קומות,4,שישית,81.51,"550,000",43% ב 7.7 שנים
138,07.03.2022,יוחנן הסנדלר 13,3929-368-6,דירה בבית קומות,4,שלישית,69.40,"797,000",NaN
139,07.03.2022,דוידזון 6,3939-311-16,דירה בבית קומות,4,רביעית,104.40,"1,920,000",207% ב 17.7 שנים
140,27.06.2004,דוידזון 6,3939-311-16,דירה בבית קומות,4,רביעית,104.40,"625,000",207% ב 17.7 שנים
141,07.03.2022,שיבת ציון 17,3937-242-6,דירה בבית קומות,4,שלישית,95.75,"1,980,000",109% ב 12.8 שנים
142,17.05.2009,שיבת ציון 17,3937-242-6,דירה בבית קומות,4,שלישית,95.75,"945,000",109% ב 12.8 שנים
143,06.03.2022,NaN,3946-329-70,דירה בבית קומות,4,רביעית,82,"2,290,000",NaN
144,06.03.2022,הרב ינובסקי 3,3926-275-23,דירה בבית קומות,4,שניה,97.92,"2,195,000",81% ב 9.8 שנים
145,24.05.2012,הרב ינובסקי 3,3926-275-23,דירה בבית קומות,4,שניה,97.92,"1,210,000",81% ב 9.8 שנים
146,06.03.2022,רפאל אריה 4,3929-517-1,דירה בבית קומות,4,ראשונה,63.67,"1,700,000",244% ב 15 שנים
147,02.03.2007,רפאל אריה 4,3929-517-1,דירה בבית קומות,4,ראשונה,63.67,"493,000",244% ב 15 שנים
148,06.03.2022,כצנלסון 27,3945-539-5,דירה בבית קומות,4,שניה,88.68,"2,500,000",42% ב 2.6 שנים
149,02.07.2019,כצנלסון 27,3945-539-5,דירה בבית קומות,4,שניה,88.68,"1,750,000",42% ב 2.6 שנים
150,03.03.2022,שרירא שמואל 5,6286-158-31,דירה בבית קומות,4,שניה,75.15,"1,780,000",21% ב 1.7 שנים
151,09.06.2020,שרירא שמואל 5,6286-158-31,דירה בבית קומות,4,שניה,75.15,"1,460,000",21% ב 1.7 שנים
152,03.03.2022,פופל מרדכי 6,3939-287-6,דירה בבית קומות,4,שניה,113,"1,640,000",137% ב 13.9 שנים
153,10.04.2008,פופל מרדכי 6,3939-287-6,דירה בבית קומות,4,שניה,113,"690,000",137% ב 13.9 שנים
154,03.03.2022,גינוסר 29,5387-4-2,דירה בבית קומות,4,ראשונה,93.61,"2,260,000",NaN
155,02.03.2022,מבצע נחשון 14,5384-54-15,דירה בבית קומות,4,שלישית,97,"2,550,000",76% ב 11 שנים
156,22.02.2011,מבצע נחשון 14,5384-54-15,דירה בבית קומות,4,שלישית,97,"1,445,000",76% ב 11 שנים
157,19.01.1998,מבצע נחשון 14,5384-54-15,דירה בבית קומות,4,שלישית,97,"712,000",76% ב 11 שנים
158,02.03.2022,פינשטיין יונה צבי 11,6288-109-156,דירה בבית קומות,4,שלישית,78.29,"2,200,000",206% ב 19.6 שנים
159,19.07.2002,פינשטיין יונה צבי 11,6288-109-156,דירה בבית קומות,4,שלישית,78.29,"717,000",206% ב 19.6 שנים
160,02.03.2022,אלירז שלמה 1,3930-131-491,דירה בבית קומות,4,עשרים ואחת,115,"2,600,000",NaN
161,01.03.2022,גיבשטיין יהושע 3,6288-106-32,דירה בבית קומות,4,שמינית,88.76,"2,020,000",57% ב 9.6 שנים
162,15.07.2012,גיבשטיין יהושע 3,6288-106-32,דירה בבית קומות,4,שמינית,88.76,"1,285,000",57% ב 9.6 שנים
163,01.03.2022,וולפסון 1,3926-260-11,דירה בבית קומות,4,רביעית,84.48,"1,830,000",NaN
164,01.03.2022,הנגיד 3,5115-33-18,דירה בבית קומות,4,חמישית,95.60,"2,500,000",20% ב 4.4 שנים
165,11.10.2017,הנגיד 3,5115-33-18,דירה בבית קומות,4,חמישית,95.60,"2,080,000",20% ב 4.4 שנים
166,12.06.2009,הנגיד 3,5115-33-18,דירה בבית קומות,4,חמישית,95.60,"1,275,000",20% ב 4.4 שנים
167,28.02.2022,גלוסקין 6,3935-137-6,דירה בבית קומות,4,שניה,85.25,"2,350,000",62% ב 9.2 שנים
168,22.11.2012,גלוסקין 6,3935-137-6,דירה בבית קומות,4,שניה,85.25,"1,450,000",62% ב 9.2 שנים
169,27.02.2022,פוזננסקי מנחם 6,7282-90-4,דירה בבית קומות,4,ראשונה,94,"1,800,000",NaN
170,25.02.2022,נחמה 19,3932-70-19,דירה בבית קומות,4,ראשונה,90,"1,800,000",NaN
171,24.02.2022,הקוקיה 42,6287-220-2,דירה בבית קומות,4,ראשונה,96.50,"2,060,000",NaN
172,23.02.2022,שוחט מניה 11,3926-705-18,דירה בבית קומות,4,חמישית,78,"1,760,000",NaN
173,23.02.2022,ברזילי 12,3945-61-4,דירה בבית קומות,4,שניה,75.25,"1,895,000",7% ב 4.5 שנים
174,02.08.2017,ברזילי 12,3945-61-4,דירה בבית קומות,4,שניה,75.25,"1,760,000",7% ב 4.5 שנים
175,10.10.2011,ברזילי 12,3945-61-4,דירה בבית קומות,4,שניה,75.25,"1,250,000",7% ב 4.5 שנים
176,23.02.2022,אוסישקין 26,3928-171-5,דירה בבית קומות,4,שלישית,84.15,"1,800,000",133% ב 19.6 שנים
177,13.06.2002,אוסישקין 26,3928-171-5,דירה בבית קומות,4,שלישית,84.15,"771,000",133% ב 19.6 שנים
178,23.02.2022,חלוצי יסוד המעלה 5,3936-246-12,דירה בבית קומות,4,שלישית,80.43,"1,750,000",NaN
179,22.02.2022,פופל מרדכי 4,3939-288-17,דירה בבית קומות,4,חמישית,104.30,"1,755,000",NaN
180,22.02.2022,הגלים 10,6823-181-42,דירה בבית קומות,4,שניה,76.51,"1,950,000",20% ב 4.5 שנים
181,13.07.2017,הגלים 10,6823-181-42,דירה בבית קומות,4,שניה,76.51,"1,620,000",20% ב 4.5 שנים
182,09.07.2003,הגלים 10,6823-181-42,דירה בבית קומות,4,שניה,76.51,"669,000",20% ב 4.5 שנים
183,22.02.2022,החרצית 3,5036-34-18,דירה בבית קומות,4,ראשונה,96,"2,150,000",175% ב 13.9 שנים
184,17.03.2008,החרצית 3,5036-34-18,דירה בבית קומות,4,ראשונה,96,"780,000",175% ב 13.9 שנים
185,29.09.1999,החרצית 3,5036-34-18,דירה בבית קומות,4,ראשונה,96,"662,000",175% ב 13.9 שנים
186,22.02.2022,מעגל השלום 5,5096-6-33,דירה בבית קומות,4,תשיעית,95,"2,150,000",31% ב 9.9 שנים
187,21.03.2012,מעגל השלום 5,5096-6-33,דירה בבית קומות,4,תשיעית,95,"1,630,000",31% ב 9.9 שנים
188,22.02.2022,וולפסון 45,3926-1272-18,דירה בבית קומות,4,ראשונה,82.50,"1,625,000",137% ב 13.9 שנים
189,05.03.2008,וולפסון 45,3926-1272-18,דירה בבית קומות,4,ראשונה,82.50,"684,000",137% ב 13.9 שנים
190,21.02.2022,לוין אשר 5,3933-206-24,דירה בבית קומות,4,שלישית,79.30,"1,600,000",14% ב 3.6 שנים
191,07.06.2018,לוין אשר 5,3933-206-24,דירה בבית קומות,4,שלישית,79.30,"1,400,000",14% ב 3.6 שנים
192,17.05.2010,לוין אשר 5,3933-206-24,דירה בבית קומות,4,שלישית,79.30,"870,000",14% ב 3.6 שנים
193,21.02.2022,המפוחית 9,5182-2-4,NaN,4,ראשונה,85.20,"2,125,000",18% ב 4.5 שנים
194,13.08.2017,המפוחית 9,5182-2-4,NaN,4,ראשונה,85.20,"1,790,000",18% ב 4.5 שנים
195,17.05.2011,המפוחית 9,5182-2-4,NaN,4,ראשונה,85.20,"1,340,000",18% ב 4.5 שנים
196,20.02.2022,ניר דוד 6,5388-43-22,דירה בבית קומות,4,שניה,81,"2,300,000",72% ב 8.3 שנים
197,28.10.2013,ניר דוד 6,5388-43-22,דירה בבית קומות,4,שניה,81,"1,330,000",72% ב 8.3 שנים
198,20.02.2022,חיל השריון 13,2717-14-11,דירה בבית קומות,4,שלישית,93,"2,350,000",NaN
199,20.02.2022,הרימון 12,3926-828-3,דירה בבית קומות,4,ראשונה,80,"1,965,000",NaN
200,18.02.2022,שינקין 14,3928-774-7,דירה בבית קומות,4,שניה,88.36,"2,075,000",NaN
201,18.02.2022,הנגיד 5,5115-33-57,דירה בבית קומות,4,שלישית,94.30,"2,530,000",100% ב 13.5 שנים
202,23.07.2008,הנגיד 5,5115-33-57,דירה בבית קומות,4,שלישית,94.30,"1,260,000",100% ב 13.5 שנים
203,18.02.2022,תנועות הנוער 15,3939-442-22,דירה בבית קומות,4,שישית,95.86,"2,280,000",94% ב 13 שנים
204,15.01.2009,תנועות הנוער 15,3939-442-22,דירה בבית קומות,4,שישית,95.86,"1,170,000",94% ב 13 שנים
205,27.11.2005,תנועות הנוער 15,3939-442-22,דירה בבית קומות,4,שישית,95.86,"878,000",94% ב 13 שנים
206,17.02.2022,עולי הגרדום 71,3926-1171-14,דירה בבית קומות,4,רביעית,88.04,"2,050,000",NaN
207,17.02.2022,חיל התותחנים 7,2704-55-494,דירה בבית קומות,4,קומה ‎3‏,92.97,"2,800,000",60% ב 11.2 שנים
208,21.11.2010,חיל התותחנים 7,2704-55-494,דירה בבית קומות,4,קומה ‎3‏,92.97,"1,747,000",60% ב 11.2 שנים
209,17.02.2022,חיל הצנחנים 27,5037-27-3,דירה בבית קומות,4,קרקע וראשונה,87.65,"3,430,000",75% ב 6 שנים
210,10.01.2016,חיל הצנחנים 27,5037-27-3,דירה בבית קומות,4,קרקע וראשונה,87.65,"1,950,000",75% ב 6 שנים
211,26.03.2000,חיל הצנחנים 27,5037-27-3,דירה בבית קומות,4,קרקע וראשונה,87.65,"1,092,000",75% ב 6 שנים
212,17.02.2022,הדגן 26,5038-20-12,דירה בבית קומות,4,שניה,102.75,"2,480,000",16% ב 1.5 שנים
213,13.08.2020,הדגן 26,5038-20-12,דירה בבית קומות,4,שניה,102.75,"2,130,000",16% ב 1.5 שנים
214,24.11.2009,הדגן 26,5038-20-12,דירה בבית קומות,4,שניה,102.75,"1,280,000",16% ב 1.5 שנים
215,28.02.2002,הדגן 26,5038-20-12,דירה בבית קומות,4,שניה,102.75,"890,000",16% ב 1.5 שנים
216,16.02.2022,דוד הראובני 2,3931-69-4,דירה בבית קומות,4,שניה,107.30,"2,120,000",NaN
217,16.02.2022,אילון 3,5387-76-12,דירה בבית קומות,4,ראשונה,96.70,"2,250,000",196% ב 23 שנים
218,31.01.1999,אילון 3,5387-76-12,דירה בבית קומות,4,ראשונה,96.70,"759,000",196% ב 23 שנים
219,15.02.2022,גיבשטיין יהושע 11,6288-111-5,דירה בבית קומות,4,שניה,63.09,"1,660,000",161% ב 13.9 שנים
