,יום מכירה,כתובת,גוש חלקה - תת חלקה,סוג נכס,חדרים,קומה,"מ""ר",סכום,מגמת שינוי
17,25.01.2009,שפירא צבי הרמן 16,3928-776-32,דירה בבית קומות,5,שמינית+תשיעית,149.66,"1,300,000",96% ב 12.3 שנים
18,29.03.2022,האניה 17,6826-94-1,דירה בבית קומות,6,ראשונה,185,"4,400,000",NaN
19,28.03.2022,הקישון 15,3926-1164-14,דירה בבית קומות,5,רביעית,106.10,"2,430,000",35% ב 6 שנים
20,25.02.2016,הקישון 15,3926-1164-14,דירה בבית קומות,5,רביעית,106.10,"1,790,000",35% ב 6 שנים
21,03.05.2004,הקישון 15,3926-1164-14,דירה בבית קומות,5,רביעית,106.10,"825,000",35% ב 6 שנים
22,28.03.2022,ברון דבורה 7,3945-503-18,דירה בבית קומות,5,חמישית,117,"2,600,000",NaN
23,27.03.2022,NaN,3629-322-216,NaN,6,עשרים וארבע,151,"4,525,000",NaN
24,27.03.2022,צלליכין 17,3926-1375-1,דירה בבית קומות,5,ראשונה,140,"4,000,000",NaN
25,24.03.2022,הרב טרוביץ שמואל 13,6286-287-2,דירה בבית קומות,7,מרתף קרקע ראשונה ושניה,195.40,"4,500,000",248% ב 14.6 שנים
26,04.07.2007,הרב טרוביץ שמואל 13,6286-287-2,דירה בבית קומות,7,מרתף קרקע ראשונה ושניה,195.40,"1,291,000",248% ב 14.6 שנים
27,24.03.2022,NaN,3946-329-72,דירה בבית קומות,5,חמישית,118,"2,850,000",NaN
28,24.03.2022,אברבנאל 7,3930-642-3,דירה בבית קומות,6,ראשונה ושניה,110.79,"2,050,000",25% ב 7.2 שנים
29,02.12.2014,אברבנאל 7,3930-642-3,דירה בבית קומות,6,ראשונה ושניה,110.79,"1,640,000",25% ב 7.2 שנים
30,23.03.2022,היקב 9,5039-7-25,דירה בבית קומות,5,שישית,95.06,"3,130,000",25% ב 2 שנים
31,20.02.2020,היקב 9,5039-7-25,דירה בבית קומות,5,שישית,95.06,"2,500,000",25% ב 2 שנים
32,22.03.2022,"רמב""ם 25",3930-561-13,דירה בבית קומות,5,רביעית,119.18,"2,330,000",NaN
33,22.03.2022,מעגל השלום 25,5096-3-96,דירה בבית קומות,5,שתים עשרה,108,"3,500,000",175% ב 19.6 שנים
34,03.07.2002,מעגל השלום 25,5096-3-96,דירה בבית קומות,5,שתים עשרה,108,"1,272,000",175% ב 19.6 שנים
35,21.03.2022,קרן קימת לישראל 18,3928-831-37,דירה בבית קומות,5,שישית,105,"2,220,000",30% ב 5.6 שנים
36,26.07.2016,קרן קימת לישראל 18,3928-831-37,דירה בבית קומות,5,שישית,105,"1,700,000",30% ב 5.6 שנים
37,20.03.2022,ההתיישבות 51,6286-325-36,דירה בבית קומות,5,"תשיעית, עשירית",145.40,"5,200,000",97% ב 6.2 שנים
38,01.12.2015,ההתיישבות 51,6286-325-36,דירה בבית קומות,5,"תשיעית, עשירית",145.40,"2,637,000",97% ב 6.2 שנים
39,22.09.2011,ההתיישבות 51,6286-325-36,דירה בבית קומות,5,"תשיעית, עשירית",145.40,"2,149,000",97% ב 6.2 שנים
40,16.03.2022,NaN,3946-329-71,דירה בבית קומות,5,שביעית,118,"3,040,000",NaN
41,16.03.2022,עטרת זהב 10,5030-150-2,קוטג' דו משפחתי,6,ראשונה,210,"4,500,000",NaN
42,15.03.2022,הגדוד העברי 61,3929-1055-8,דירה בבית קומות,5,רביעית וחמישית,114.17,"2,445,000",NaN
43,14.03.2022,הבוצרים 14,5039-48-49,דירה בבית קומות,5,שלישית,125.60,"2,870,000",23% ב 1.5 שנים
44,07.09.2020,הבוצרים 14,5039-48-49,דירה בבית קומות,5,שלישית,125.60,"2,325,000",23% ב 1.5 שנים
45,14.03.2022,העסיס 10,5038-22-30,דירה בבית קומות,5,שלישית,125,"1,410,000",NaN
46,14.03.2022,ויצמן 15,3928-77-1,דירה בבית קומות,5,ראשונה,113.54,"2,700,000",191% ב 20 שנים
47,14.02.2002,ויצמן 15,3928-77-1,דירה בבית קומות,5,ראשונה,113.54,"927,000",191% ב 20 שנים
48,14.03.2022,פנינה ומשה 3,3939-308-4,דירה בבית קומות,5,ראשונה,100.88,"2,000,000",177% ב 19.7 שנים
49,03.06.2002,פנינה ומשה 3,3939-308-4,דירה בבית קומות,5,ראשונה,100.88,"720,000",177% ב 19.7 שנים
50,13.03.2022,NaN,3925-747-127,דירה בבית קומות,6,שלוש עשרה,144,"4,500,000",NaN
51,10.03.2022,NaN,3936-215-24,דירה בבית קומות,5,תשיעית,171,"4,292,000",NaN
52,09.03.2022,ברנשטיין 31,6287-219-30,דירה בבית קומות,5,שמינית,125.20,"2,300,000",NaN
53,09.03.2022,NaN,3629-322-214,דירה בבית קומות,6,עשרים ושתיים,152,"4,425,000",NaN
54,08.03.2022,ענבר 3,4746-62-3,דירה בבית קומות,6,שניה + שלישית,148.39,"3,500,000",NaN
55,08.03.2022,האילתית 38,6824-205-1,דירה בבית קומות,5,ראשונה,185,"4,400,000",NaN
56,08.03.2022,NaN,3629-321-137,דירה בבית קומות,6,שבע עשרה,176,"4,705,000",NaN
57,07.03.2022,עולי הגרדום 54,3926-444-11,דירה בבית קומות,5,שישית,127,"2,620,000",NaN
58,06.03.2022,כצנלסון 29,3945-595-13,דירה בבית קומות,5,חמישית,132,"2,970,000",NaN
59,06.03.2022,הרקפת 82,4243-154-1,דירה בבית קומות,5,קרקע + ראשונה,153.80,"3,450,000",NaN
60,04.03.2022,יהודה לייב 21,3929-827-7,דירה בבית קומות,5,רביעית,101.23,"1,900,000",5% ב 2.6 שנים
61,17.07.2019,יהודה לייב 21,3929-827-7,דירה בבית קומות,5,רביעית,101.23,"1,800,000",5% ב 2.6 שנים
62,20.07.2012,יהודה לייב 21,3929-827-7,דירה בבית קומות,5,רביעית,101.23,"1,380,000",5% ב 2.6 שנים
63,26.08.2008,יהודה לייב 21,3929-827-7,דירה בבית קומות,5,רביעית,101.23,"750,000",5% ב 2.6 שנים
64,19.10.1998,יהודה לייב 21,3929-827-7,דירה בבית קומות,5,רביעית,101.23,"593,000",5% ב 2.6 שנים
65,03.03.2022,NaN,7374-55-1,קוטג' דו משפחתי,7,ראשונה,197,"5,440,000",NaN
66,03.03.2022,לבונטין 30,3937-28-10,דירה בבית קומות,6,רביעית + חמישית,143.09,"2,720,000",120% ב 13.7 שנים
67,15.06.2008,לבונטין 30,3937-28-10,דירה בבית קומות,6,רביעית + חמישית,143.09,"1,235,000",120% ב 13.7 שנים
68,03.03.2022,עולי הגרדום 54,3926-444-7,דירה בבית קומות,5,חמישית,127,"2,600,000",NaN
69,03.03.2022,שיבת ציון 5,3937-51-2,דירה בבית קומות,5,ראשונה,115.05,"2,315,000",NaN
70,02.03.2022,קפלנסקי 7,3926-731-19,דירה בבית קומות,7,שביעית,140.39,"4,350,000",NaN
71,01.03.2022,אברבנאל 24,3930-394-87,דירה בבית קומות,5,שישית,109,"2,130,000",NaN
72,28.02.2022,NaN,3936-215-25,דירה בבית קומות,6,תשיעית,193,"4,400,000",NaN
73,28.02.2022,NaN,3946-491-38,דירה בבית קומות,5,שלוש עשרה,121,"3,475,000",NaN
74,28.02.2022,NaN,3629-323-92,דירה בבית קומות,5,שישית,127,"3,389,000",NaN
75,28.02.2022,הבן הראשון 13,3926-1048-20,דירה בבית קומות,5,שישית + שביעית,156.04,"3,550,000",NaN
76,27.02.2022,בלבן אליעזר 6,3939-501-136,דירה בבית קומות,5,קומה ‎3‏,109.75,"1,680,000",NaN
77,27.02.2022,NaN,3629-322-219,דירה בבית קומות,6,עשרים ואחת,151,"4,325,000",NaN
78,25.02.2022,הגת 16,5039-51-74,דירה בבית קומות,5,שביעית,110.30,"2,142,000",NaN
79,24.02.2022,קבוץ גלויות 8,6093-274-1,דירה בבית קומות,7,ראשונה,185,"3,850,000",NaN
80,24.02.2022,ימית 43,5385-72-1,קוטג' חד משפחתי,5,"מרתף,קרקע,ראשנה,שניה",233,"5,550,000",NaN
81,24.02.2022,טרומפלדור 9,3928-220-1,דירה בבית קומות,5,ראשונה,118.28,"2,291,000",90% ב 12.5 שנים
82,28.07.2009,טרומפלדור 9,3928-220-1,דירה בבית קומות,5,ראשונה,118.28,"1,200,000",90% ב 12.5 שנים
83,24.02.2022,NaN,3946-329-69,דירה בבית קומות,5,ראשונה,118,"2,825,000",NaN
84,23.02.2022,המגילה 10,5030-27-1,קוטג' דו משפחתי,7,ראשונה,414,"4,220,000",NaN
85,22.02.2022,NaN,3925-747-128,דירה בבית קומות,6,שניה,145,"3,530,000",NaN
86,20.02.2022,אברבנאל 39,3930-565-18,דירה בבית קומות,5,שישית ושביעית,134.67,"2,600,000",NaN
87,20.02.2022,הרב נריה 4,5116-24-43,דירה בבית קומות,5,ראשונה,121.71,"2,800,000",NaN
88,20.02.2022,השומר 16,3930-572-78,דירה בבית קומות,5,תשיעית ועשירית,169.96,"3,260,000",70% ב 9 שנים
89,15.02.2013,השומר 16,3930-572-78,דירה בבית קומות,5,תשיעית ועשירית,169.96,"1,915,000",70% ב 9 שנים
90,18.02.2022,הזהרון 26,6823-54-1,קוטג' דו משפחתי,6,ראשונה,250,"4,450,000",NaN
91,17.02.2022,נטור 41,5435-97-2,קוטג' דו משפחתי,7,מרתף קרקע + א' + ב',269.10,"5,000,000",61% ב 8.4 שנים
92,10.09.2013,נטור 41,5435-97-2,קוטג' דו משפחתי,7,מרתף קרקע + א' + ב',269.10,"3,100,000",61% ב 8.4 שנים
93,17.02.2022,NaN,3629-324-199,דירה בבית קומות,6,NaN,151,"4,125,000",NaN
94,17.02.2022,ברנשטיין 25,6287-155-36,דירה בבית קומות,5,ראשונה,125.60,"2,440,000",94% ב 12.5 שנים
95,05.07.2009,ברנשטיין 25,6287-155-36,דירה בבית קומות,5,ראשונה,125.60,"1,255,000",94% ב 12.5 שנים
96,17.02.2022,NaN,3925-737-85,דירה בבית קומות,6,שניה,145,"3,760,000",NaN
97,17.02.2022,"הרשב""א 13",5115-25-62,דירה בבית קומות,5,חמישית,108.43,"1,892,000",60% ב 13.8 שנים
98,01.04.2008,"הרשב""א 13",5115-25-62,דירה בבית קומות,5,חמישית,108.43,"1,180,000",60% ב 13.8 שנים
99,16.02.2022,טיומקין 9,3925-289-14,דירה בבית קומות,5,קומה ‎0‏,132,"2,430,000",NaN
100,16.02.2022,שמואל הנביא 14,5025-319-1,קוטג' חד משפחתי,6,ראשונה,141,"3,250,000",NaN
101,16.02.2022,פנינת הים 5,4746-72-3,דירה בבית קומות,6,"שניה, שלישית",145.60,"4,010,000",246% ב 18.2 שנים
102,18.11.2003,פנינת הים 5,4746-72-3,דירה בבית קומות,6,"שניה, שלישית",145.60,"1,156,000",246% ב 18.2 שנים
103,16.02.2022,ויגודסקי 4,3932-236-15,דירה בבית קומות,5,רביעית,113,"2,192,000",-10% ב 2.6 שנים
104,15.06.2019,ויגודסקי 4,3932-236-15,דירה בבית קומות,5,רביעית,113,"2,460,000",-10% ב 2.6 שנים
105,18.05.2008,ויגודסקי 4,3932-236-15,דירה בבית קומות,5,רביעית,113,"627,000",-10% ב 2.6 שנים
106,15.02.2022,הנגיד 7,5115-31-35,דירה בבית קומות,6,תשיעית,119,"2,900,000",NaN
107,14.02.2022,NaN,3925-740-29,דירה בבית קומות,5,קומה ‎8‏,152.90,"3,825,000",48% ב 5.9 שנים
108,15.03.2016,NaN,3925-740-29,דירה בבית קומות,5,קומה ‎8‏,152.90,"2,575,000",48% ב 5.9 שנים
109,14.02.2022,הכובש 13,3929-85-2,דירה בבית קומות,5,ראשונה,91,"2,070,000",76% ב 6.5 שנים
110,06.07.2015,הכובש 13,3929-85-2,דירה בבית קומות,5,ראשונה,91,"1,170,000",76% ב 6.5 שנים
111,14.02.2022,הבוצרים 18,5039-48-36,דירה בבית קומות,5,"ראשונה, שניה",148,"3,575,000",NaN
112,10.02.2022,הדוגית 26,6823-186-19,קוטג' חד משפחתי,6,קרקע ראשונה ושניה,154.84,"3,275,000",NaN
113,10.02.2022,הסחלב 6,5036-87-198,דירה בבית קומות,5,שניה,130,"2,400,000",NaN
114,10.02.2022,NaN,3925-737-84,דירה בבית קומות,5,שניה,159,"3,670,000",NaN
115,09.02.2022,"שז""ר זלמן 35",5037-29-36,דירה בבית קומות,5,רביעית,105,"2,180,000",14% ב 7.8 שנים
116,22.04.2014,"שז""ר זלמן 35",5037-29-36,דירה בבית קומות,5,רביעית,105,"1,900,000",14% ב 7.8 שנים
117,29.03.2009,"שז""ר זלמן 35",5037-29-36,דירה בבית קומות,5,רביעית,105,"1,220,000",14% ב 7.8 שנים
118,22.06.2008,"שז""ר זלמן 35",5037-29-36,דירה בבית קומות,5,רביעית,105,"1,300,000",14% ב 7.8 שנים
119,13.10.1998,"שז""ר זלמן 35",5037-29-36,דירה בבית קומות,5,רביעית,105,"1,068,000",14% ב 7.8 שנים
120,09.02.2022,חיל התותחנים 7,2704-55-580,דירה בבית קומות,5,קומה ‎4‏,137,"4,026,000",74% ב 9.5 שנים
121,19.08.2012,חיל התותחנים 7,2704-55-580,דירה בבית קומות,5,קומה ‎4‏,137,"2,305,000",74% ב 9.5 שנים
122,09.02.2022,חבקוק שלום 5,3937-275-4,דירה בבית קומות,5,קומה ‎3‏,123.54,"2,630,000",NaN
123,09.02.2022,פרנק צבי 54,3929-922-2,דירה בבית קומות,5,קומה ‎1‏,130,"2,400,000",NaN
124,08.02.2022,חנקין 3,3936-35-5,דירה בבית קומות,5,ראשונה,119,"3,080,000",NaN
125,07.02.2022,הרב אונטרמן 6,5116-86-25,דירה בבית קומות,5,שביעית,132.56,"3,150,000",NaN
126,06.02.2022,"רמב""ם 25",3930-561-16,דירה בבית קומות,5,חמישית ושישית,128.75,"2,965,000",NaN
127,03.02.2022,גלילי ישראל 21,3946-413-32,דירה בבית קומות,5,חמש עשרה,120,"3,280,000",NaN
128,03.02.2022,NaN,3629-324-200,דירה בבית קומות,6,עשרים,171,"5,025,000",NaN
129,03.02.2022,עולי הגרדום 23,3926-478-9,דירה בבית קומות,6,שלישית,111,"1,926,000",NaN
130,01.02.2022,ויניק 19,3926-967-17,דירה בבית קומות,5,ראשונה,108,"2,580,000",7% ב 1.1 שנים
131,30.12.2020,ויניק 19,3926-967-17,דירה בבית קומות,5,ראשונה,108,"2,400,000",7% ב 1.1 שנים
132,01.02.2022,ויניק 19,3926-967-21,דירה בבית קומות,5,שניה,108,"2,570,000",NaN
133,01.02.2022,ויניק 19,3926-967-22,דירה בבית קומות,5,שניה,108,"2,650,000",291% ב 22.1 שנים
134,14.12.1999,ויניק 19,3926-967-22,דירה בבית קומות,5,שניה,108,"677,000",291% ב 22.1 שנים
135,01.02.2022,המגילה 22,5030-21-1,קוטג' דו משפחתי,6,ראשונה,400,"5,925,000",NaN
136,01.02.2022,עין דור 7,6286-330-3,דירה בבית קומות,5,ראשונה,111.16,"2,780,000",61% ב 9 שנים
137,28.01.2013,עין דור 7,6286-330-3,דירה בבית קומות,5,ראשונה,111.16,"1,726,000",61% ב 9 שנים
138,01.02.2022,NaN,3629-321-136,דירה בבית קומות,6,שמינית,146,"3,168,000",NaN
139,01.02.2022,"חי""ש 2",3930-456-14,דירה בבית קומות,5,עשרים ושלוש,118,"2,765,000",NaN
140,01.02.2022,טביב 26,3937-227-21,דירה בבית קומות,6,שישית,176.74,"3,395,000",NaN
141,01.02.2022,ברנשטיין 31,6287-219-20,דירה בבית קומות,5,חמישית,128.90,"2,350,000",35% ב 6 שנים
142,08.02.2016,ברנשטיין 31,6287-219-20,דירה בבית קומות,5,חמישית,128.90,"1,735,000",35% ב 6 שנים
143,31.01.2022,רגב מרדכי 1,6288-63-6,קוטג' טורי,5,קרקע ראשונה ושניה,127.11,"3,200,000",NaN
144,31.01.2022,הקוקיה 31,6287-314-1,דירה בבית קומות,5,שביעית,123,"2,720,000",NaN
145,30.01.2022,חזן יעקב 34,6288-59-10,קוטג' דו משפחתי,7,קרקע ראשונה ושניה,178.88,"4,250,000",NaN
146,30.01.2022,פוזננסקי מנחם 2,7282-91-54,דירה בבית קומות,5,שלוש עשרה,101,"2,640,000",NaN
147,27.01.2022,חיל התותחנים 24,2717-24-12,דירה בבית קומות,5,שלישית,121.30,"2,950,000",159% ב 18 שנים
148,20.01.2004,חיל התותחנים 24,2717-24-12,דירה בבית קומות,5,שלישית,121.30,"1,135,000",159% ב 18 שנים
149,27.01.2022,המגילה 42,5029-55-2,דירה בבית קומות,5,מרתף קרקע וראשונה,213,"394,000",NaN
150,26.01.2022,אלון יגאל 24,6287-286-35,דירה בבית קומות,6,תשיעית,117,"2,500,000",NaN
151,26.01.2022,NaN,3629-323-91,דירה בבית קומות,5,חמישית,128,"3,136,000",NaN
152,25.01.2022,גלילי ישראל 19,3946-412-84,דירה בבית קומות,5,קומה ‎5‏,125.05,"3,680,000",28% ב 4.8 שנים
153,10.03.2017,גלילי ישראל 19,3946-412-84,דירה בבית קומות,5,קומה ‎5‏,125.05,"2,860,000",28% ב 4.8 שנים
154,25.01.2022,NaN,3629-324-196,דירה בבית קומות,6,חמש עשרה,151,"4,900,000",NaN
155,24.01.2022,לאה רבין 13,3927-365-4,קוטג' דו משפחתי,5,ראשונה,249,"5,350,000",NaN
156,24.01.2022,הפרח 7,4242-337-2,דירה בבית קומות,6,---------,220,"2,600,000",NaN
157,23.01.2022,ההתיישבות 5,6286-398-41,דירה בבית קומות,5,רביעית,115.45,"2,877,000",139% ב 9 שנים
158,10.12.2012,ההתיישבות 5,6286-398-41,דירה בבית קומות,5,רביעית,115.45,"1,200,000",139% ב 9 שנים
159,31.08.2010,ההתיישבות 5,6286-398-41,דירה בבית קומות,5,רביעית,115.45,"1,520,000",139% ב 9 שנים
160,21.01.2022,בלפור 17,3931-26-1,דירה בבית קומות,5,ראשונה,97.07,"2,170,000",NaN
161,20.01.2022,ההתיישבות 5,6286-398-44,דירה בבית קומות,5,רביעית,115.24,"2,750,000",76% ב 9.4 שנים
162,01.08.2012,ההתיישבות 5,6286-398-44,דירה בבית קומות,5,רביעית,115.24,"1,560,000",76% ב 9.4 שנים
163,20.08.2010,ההתיישבות 5,6286-398-44,דירה בבית קומות,5,רביעית,115.24,"1,520,000",76% ב 9.4 שנים
164,20.01.2022,הקוקיה 44,6287-221-16,דירה בבית קומות,5,רביעית,131.40,"2,670,000",157% ב 20.5 שנים
165,17.06.2001,הקוקיה 44,6287-221-16,דירה בבית קומות,5,רביעית,131.40,"1,035,000",157% ב 20.5 שנים
166,20.01.2022,ההתיישבות 53,6286-324-19,דירה בבית קומות,5,שישית,111.61,"2,980,000",112% ב 12 שנים
167,28.12.2009,ההתיישבות 53,6286-324-19,דירה בבית קומות,5,שישית,111.61,"1,400,000",112% ב 12 שנים
168,20.01.2022,פולה בן גוריון 5,3927-364-35,דירה בבית קומות,5,תשיעית,138.54,"3,800,000",171% ב 14 שנים
169,23.01.2008,פולה בן גוריון 5,3927-364-35,דירה בבית קומות,5,תשיעית,138.54,"1,400,000",171% ב 14 שנים
170,20.01.2022,חיל התותחנים 7,2704-55-149,דירה בבית קומות,5,קומה ‎17‏,114.29,"3,350,000",24% ב 4.1 שנים
171,03.11.2017,חיל התותחנים 7,2704-55-149,דירה בבית קומות,5,קומה ‎17‏,114.29,"2,700,000",24% ב 4.1 שנים
172,01.05.2008,חיל התותחנים 7,2704-55-149,דירה בבית קומות,5,קומה ‎17‏,114.29,"1,849,000",24% ב 4.1 שנים
173,19.01.2022,אביחיל 18,5030-147-3,קוטג' דו משפחתי,5,ראשונה,223,"4,450,000",NaN
174,19.01.2022,קאפח 11,5114-35-77,דירה בבית קומות,5,תשיעית,117,"3,150,000",NaN
175,19.01.2022,עולי הגרדום 52,3926-445-10,דירה בבית קומות,5,רביעית,139,"2,715,000",NaN
176,18.01.2022,אבידן שמעון 8,6286-238-4,דירה בבית קומות,5,שניה,120.20,"2,580,000",22% ב 1.9 שנים
177,05.02.2020,אבידן שמעון 8,6286-238-4,דירה בבית קומות,5,שניה,120.20,"2,100,000",22% ב 1.9 שנים
178,03.03.2010,אבידן שמעון 8,6286-238-4,דירה בבית קומות,5,שניה,120.20,"1,528,000",22% ב 1.9 שנים
179,18.01.2022,דליה 4,5387-29-15,דירה בבית קומות,5,רביעית,119.82,"2,920,000",NaN
180,18.01.2022, ,3935-113-9,דירת גג,6,שישית,141,"3,290,000",NaN
181,17.01.2022,הנביאים 29,4243-143-1,קוטג' דו משפחתי,6,קרקע,206,"4,200,000",NaN
182,17.01.2022,בובר מרטין 4,5119-75-7,דירת גג,5,שניה ושלישית,108.20,"3,850,000",57% ב 5.8 שנים
183,31.03.2016,בובר מרטין 4,5119-75-7,דירת גג,5,שניה ושלישית,108.20,"2,450,000",57% ב 5.8 שנים
184,22.07.2015,בובר מרטין 4,5119-75-7,דירת גג,5,שניה ושלישית,108.20,"800,000",57% ב 5.8 שנים
185,02.07.2007,בובר מרטין 4,5119-75-7,דירת גג,5,שניה ושלישית,108.20,"1,479,000",57% ב 5.8 שנים
186,17.01.2022,NaN,3629-324-195,דירה בבית קומות,6,שמונה עשרה,173,"4,920,000",NaN
187,16.01.2022,בוגלה יונה 1,4246-200-21,דירה בבית קומות,5,ראשונה,117,"2,580,000",NaN
188,16.01.2022,קאפח 9,5114-35-109,דירה בבית קומות,5,שישית,116.90,"2,650,000",184% ב 20.1 שנים
189,07.11.2001,קאפח 9,5114-35-109,דירה בבית קומות,5,שישית,116.90,"933,000",184% ב 20.1 שנים
190,16.01.2022,החלמונית 26,5036-79-37,דירה בבית קומות,5,שניה,122.98,"2,400,000",187% ב 22 שנים
191,18.01.2000,החלמונית 26,5036-79-37,דירה בבית קומות,5,שניה,122.98,"835,000",187% ב 22 שנים
192,14.01.2022,אלירז שלמה 7,3930-131-489,דירה בבית קומות,5,עשרים וארבע,189,"597,000",NaN
193,13.01.2022,שמעוני 8,3945-578-3,דירה בבית קומות,5,ראשונה,174,"3,435,000",149% ב 11.4 שנים
194,26.08.2010,שמעוני 8,3945-578-3,דירה בבית קומות,5,ראשונה,174,"1,375,000",149% ב 11.4 שנים
195,07.01.2007,שמעוני 8,3945-578-3,דירה בבית קומות,5,ראשונה,174,"650,000",149% ב 11.4 שנים
196,13.01.2022,גלילי ישראל 19,3946-412-112,דירה בבית קומות,5,קומה ‎12‏,125.45,"3,860,000",NaN
197,13.01.2022,הגלעד 3,3926-318-1,דירה בבית קומות,5,ראשונה,118,"2,330,000",NaN
198,12.01.2022,הפרח 68,4242-162-2,קוטג' דו משפחתי,5,קרקע,200,"3,000,000",130% ב 2 שנים
199,02.12.2019,הפרח 68,4242-162-2,קוטג' דו משפחתי,5,קרקע,200,"1,299,000",130% ב 2 שנים
200,12.01.2022,מבוא חמה 9,5435-142-2,קוטג' דו משפחתי,7,מרתף קרקע ראשונה ושניה,230,"1,094,000",NaN
201,03.08.2018,מבוא חמה 9,5435-142-2,קוטג' דו משפחתי,7,מרתף קרקע ראשונה ושניה,230,"4,100,000",NaN
202,23.01.2003,מבוא חמה 9,5435-142-2,קוטג' דו משפחתי,7,מרתף קרקע ראשונה ושניה,230,"1,850,000",NaN
203,12.01.2022,הנחשול 85,5748-11-11,דירה בבית קומות,5,קומה ‎4‏,109.50,"3,100,000",64% ב 9.8 שנים
204,14.03.2012,הנחשול 85,5748-11-11,דירה בבית קומות,5,קומה ‎4‏,109.50,"1,890,000",64% ב 9.8 שנים
205,10.01.2022,NaN,4246-288-11,דירה בבית קומות,5,עשרים ושש,123,"2,950,000",NaN
206,06.01.2022,גולדה מאיר 11,3946-328-14,דירה בבית קומות,5,רביעית,104.93,"2,870,000",107% ב 14 שנים
207,31.01.2008,גולדה מאיר 11,3946-328-14,דירה בבית קומות,5,רביעית,104.93,"1,385,000",107% ב 14 שנים
208,06.01.2022,עין דור 1,6286-312-9,דירה בבית קומות,5,שלישית,140.80,"3,100,000",105% ב 11 שנים
209,30.12.2010,עין דור 1,6286-312-9,דירה בבית קומות,5,שלישית,140.80,"1,507,000",105% ב 11 שנים
210,05.01.2022,שפטל אריה 10,3926-1179-7,דירה בבית קומות,5,רביעית וחמישית,114.21,"2,920,000",NaN
211,04.01.2022,NaN,3629-322-220,דירה בבית קומות,6,עשרים וארבע,173,"2,527,500",NaN
212,04.01.2022,גלילי ישראל 19,3946-412-9,דירה בבית קומות,5,קומה ‎3‏,117.45,"3,200,000",17% ב 3.2 שנים
213,24.10.2018,גלילי ישראל 19,3946-412-9,דירה בבית קומות,5,קומה ‎3‏,117.45,"2,730,000",17% ב 3.2 שנים
214,04.01.2014,גלילי ישראל 19,3946-412-9,דירה בבית קומות,5,קומה ‎3‏,117.45,"2,230,000",17% ב 3.2 שנים
215,04.01.2022,הקונכיה 10,6824-111-1,קוטג' דו משפחתי,6,ראשונה,250,"4,170,000",NaN
216,04.01.2022,חיל הצנחנים 20,5037-29-84,דירה בבית קומות,5,שלישית,97,"2,200,000",27% ב 4.4 שנים
217,04.08.2017,חיל הצנחנים 20,5037-29-84,דירה בבית קומות,5,שלישית,97,"1,730,000",27% ב 4.4 שנים
218,05.11.2013,חיל הצנחנים 20,5037-29-84,דירה בבית קומות,5,שלישית,97,"1,415,000",27% ב 4.4 שנים
219,04.01.2022,NaN,6286-328-15,דירה בבית קומות,5,ראשונה,122,"2,794,000",NaN
