,יום מכירה,כתובת,גוש חלקה - תת חלקה,סוג נכס,חדרים,קומה,"מ""ר",סכום,מגמת שינוי
80,02.02.2009,התזמורת 36,5183-41-3,דירה בבית קומות,3,ראשונה,73.19,"980,000",33% ב 5.3 שנים
81,07.03.2022,הרותם 15,5036-30-1,דירה בבית קומות,3,ראשונה,62.10,"1,400,000",163% ב 24 שנים
82,19.02.1998,הרותם 15,5036-30-1,דירה בבית קומות,3,ראשונה,62.10,"532,000",163% ב 24 שנים
83,07.03.2022,כורש 7,5031-7-4,דירה בבית קומות,3,ראשונה,78.12,"1,660,000",222% ב 18.2 שנים
84,16.12.2003,כורש 7,5031-7-4,דירה בבית קומות,3,ראשונה,78.12,"515,000",222% ב 18.2 שנים
85,07.03.2022,שרירא שמואל 3,6286-157-6,דירה בבית קומות,3,שלישית,78.32,"1,850,000",154% ב 14.6 שנים
86,27.07.2007,שרירא שמואל 3,6286-157-6,דירה בבית קומות,3,שלישית,78.32,"726,000",154% ב 14.6 שנים
87,06.03.2022,סולד 6,3928-281-9,דירה בבית קומות,3,שלישית,69.22,"1,800,000",24% ב 3 שנים
88,21.02.2019,סולד 6,3928-281-9,דירה בבית קומות,3,שלישית,69.22,"1,450,000",24% ב 3 שנים
89,03.03.2022,הרב מינץ 12,7281-153-29,דירה בבית קומות,3,שניה,54.40,"1,670,000",NaN
90,21.08.2006,הרב מינץ 12,7281-153-29,דירה בבית קומות,3,שניה,54.40,"350,000",NaN
91,03.03.2022,נעמן 6,3928-727-15,דירה בבית קומות,3,רביעית,59.85,"1,600,000",88% ב 10.4 שנים
92,04.10.2011,נעמן 6,3928-727-15,דירה בבית קומות,3,רביעית,59.85,"850,000",88% ב 10.4 שנים
93,17.12.2002,נעמן 6,3928-727-15,דירה בבית קומות,3,רביעית,59.85,"460,000",88% ב 10.4 שנים
94,03.03.2022,יהודה לייב 50,3929-725-14,דירה בבית קומות,3,רביעית,52.73,"1,835,000",NaN
95,02.01.2008,יהודה לייב 50,3929-725-14,דירה בבית קומות,3,רביעית,52.73,"365,000",NaN
96,05.06.2000,יהודה לייב 50,3929-725-14,דירה בבית קומות,3,רביעית,52.73,"249,000",NaN
97,02.03.2022,"ש""י עגנון 28",6095-160-8,דירה בבית קומות,3,שניה,60.50,"1,815,000",NaN
98,04.11.2009,"ש""י עגנון 28",6095-160-8,דירה בבית קומות,3,שניה,60.50,"190,000",NaN
99,01.03.2022,הצופים 10,3939-437-24,דירה בבית קומות,3,שישית,84.26,"1,700,000",155% ב 19.9 שנים
100,21.04.2002,הצופים 10,3939-437-24,דירה בבית קומות,3,שישית,84.26,"665,000",155% ב 19.9 שנים
101,01.03.2022,קרן קימת לישראל 22,3928-850-6,דירה בבית קומות,3,שלישית,65.54,"1,650,000",10% ב 5.5 שנים
102,14.09.2016,קרן קימת לישראל 22,3928-850-6,דירה בבית קומות,3,שלישית,65.54,"1,490,000",10% ב 5.5 שנים
103,10.01.2003,קרן קימת לישראל 22,3928-850-6,דירה בבית קומות,3,שלישית,65.54,"702,000",10% ב 5.5 שנים
104,01.03.2022,יהודה הלוי 16,3932-345-4,דירה בבית קומות,3,ראשונה,70,"1,790,000",NaN
105,01.03.2022, ,3629-325-15,דירה בבית קומות,3,שלישית,79.55,"2,360,000",NaN
106,28.02.2022,יהודה הלוי 34,3930-136-3,דירה בבית קומות,3,שניה,58.58,"1,530,000",NaN
107,28.02.2022,אלרואי 14,3929-796-21,דירה בבית קומות,3,שלישית,50.60,"1,475,000",NaN
108,27.02.2022,טרכטנברג 28,3928-715-16,דירה בבית קומות,3,רביעית,64,"1,457,000",98% ב 12 שנים
109,24.02.2010,טרכטנברג 28,3928-715-16,דירה בבית קומות,3,רביעית,64,"735,000",98% ב 12 שנים
110,11.11.2008,טרכטנברג 28,3928-715-16,דירה בבית קומות,3,רביעית,64,"670,000",98% ב 12 שנים
111,30.03.2007,טרכטנברג 28,3928-715-16,דירה בבית קומות,3,רביעית,64,"437,000",98% ב 12 שנים
112,09.04.1999,טרכטנברג 28,3928-715-16,דירה בבית קומות,3,רביעית,64,"470,000",98% ב 12 שנים
113,25.02.2022,הירשפלד 38,3926-909-2,דירה בבית קומות,3,ראשונה,68.92,"1,670,000",9% ב 5 שנים
114,19.01.2017,הירשפלד 38,3926-909-2,דירה בבית קומות,3,ראשונה,68.92,"1,520,000",9% ב 5 שנים
115,19.01.2014,הירשפלד 38,3926-909-2,דירה בבית קומות,3,ראשונה,68.92,"1,180,000",9% ב 5 שנים
116,12.05.2011,הירשפלד 38,3926-909-2,דירה בבית קומות,3,ראשונה,68.92,"980,000",9% ב 5 שנים
117,24.02.2022,חיל הרגלים 13,5031-15-2,דירה בבית קומות,3,ראשונה,62.87,"1,700,000",NaN
118,22.02.2022,עולי הגרדום 27,3926-482-9,דירה בבית קומות,3,שלישית,72.98,"1,670,000",NaN
119,22.02.2022,הרב זינגר 9,3935-74-16,דירה בבית קומות,3,רביעית,64.38,"1,510,000",NaN
120,21.02.2022,ברד אברהם 4,3926-607-16,דירה בבית קומות,3,רביעית,59,"1,700,000",61% ב 6.8 שנים
121,07.04.2015,ברד אברהם 4,3926-607-16,דירה בבית קומות,3,רביעית,59,"1,055,000",61% ב 6.8 שנים
122,28.06.2010,ברד אברהם 4,3926-607-16,דירה בבית קומות,3,רביעית,59,"980,000",61% ב 6.8 שנים
123,25.11.1998,ברד אברהם 4,3926-607-16,דירה בבית קומות,3,רביעית,59,"448,000",61% ב 6.8 שנים
124,21.02.2022,קורצ'ק יאנוש 8,7282-168-9,דירה בבית קומות,3,שלישית,64,"1,525,000",187% ב 19.6 שנים
125,09.06.2002,קורצ'ק יאנוש 8,7282-168-9,דירה בבית קומות,3,שלישית,64,"530,000",187% ב 19.6 שנים
126,21.02.2022, ,3629-325-90,דירה בבית קומות,3,חמש עשרה,79.83,"2,400,000",NaN
127,20.02.2022,פוזננסקי מנחם 2,7282-91-53,דירה בבית קומות,3,שביעית,84,"1,860,000",NaN
128,17.02.2022,יהודה לייב 48,3929-727-2,דירה בבית קומות,3,ראשונה,52.73,"1,420,000",14% ב 5.4 שנים
129,18.09.2016,יהודה לייב 48,3929-727-2,דירה בבית קומות,3,ראשונה,52.73,"1,240,000",14% ב 5.4 שנים
130,17.02.2022,רבי יהודה הנשיא 19,4247-566-10,דירה בבית קומות,3,שניה,80.91,"1,900,000",13% ב 4 שנים
131,13.02.2018,רבי יהודה הנשיא 19,4247-566-10,דירה בבית קומות,3,שניה,80.91,"1,670,000",13% ב 4 שנים
132,29.12.2008,רבי יהודה הנשיא 19,4247-566-10,דירה בבית קומות,3,שניה,80.91,"1,030,000",13% ב 4 שנים
133,17.02.2022,יהודה לייב 21,3929-827-8,דירה בבית קומות,3,רביעית,70.03,"1,550,000",64% ב 9.1 שנים
134,10.12.2012,יהודה לייב 21,3929-827-8,דירה בבית קומות,3,רביעית,70.03,"945,000",64% ב 9.1 שנים
135,19.10.1998,יהודה לייב 21,3929-827-8,דירה בבית קומות,3,רביעית,70.03,"571,000",64% ב 9.1 שנים
136,17.02.2022,ראובן 7,3923-306-28,דירה בבית קומות,3,שניה,52.28,"725,000",NaN
137,17.02.2022, ,3930-174-18,דירה בבית קומות,3,שישית,60.94,"1,675,000",67% ב 8.7 שנים
138,03.05.2013, ,3930-174-18,דירה בבית קומות,3,שישית,60.94,"1,000,000",67% ב 8.7 שנים
139,16.02.2022,חלץ 7,3945-77-19,דירה בבית קומות,3,שלישית,60.39,"1,655,000",NaN
140,16.02.2022,שוחט מניה 9,3926-706-17,דירה בבית קומות,3,שישית,95,"2,500,000",NaN
141,16.02.2022,"תרמ""ב 3",3933-100-9,דירה בבית קומות,3,רביעית,61.32,"1,510,000",NaN
142,15.02.2022,אביעזר 5,6286-156-28,דירה בבית קומות,3,שביעית,73.85,"1,770,000",87% ב 10.5 שנים
143,18.07.2011,אביעזר 5,6286-156-28,דירה בבית קומות,3,שביעית,73.85,"945,000",87% ב 10.5 שנים
144,29.05.2008,אביעזר 5,6286-156-28,דירה בבית קומות,3,שביעית,73.85,"500,000",87% ב 10.5 שנים
145,14.02.2022,קפלנסקי 19,3926-684-1,דירה בבית קומות,3,ראשונה,86.52,"2,060,000",24% ב 3.3 שנים
146,25.10.2018,קפלנסקי 19,3926-684-1,דירה בבית קומות,3,ראשונה,86.52,"1,650,000",24% ב 3.3 שנים
147,14.02.2022,שיבת ציון 11,3937-54-4,דירה בבית קומות,3,ראשונה,76.66,"1,655,000",207% ב 21 שנים
148,30.01.2001,שיבת ציון 11,3937-54-4,דירה בבית קומות,3,ראשונה,76.66,"539,000",207% ב 21 שנים
149,19.09.2000,שיבת ציון 11,3937-54-4,דירה בבית קומות,3,ראשונה,76.66,"147,000",207% ב 21 שנים
150,13.02.2022,"רש""י 36",3930-197-4,דירה בבית קומות,3,שניה,65.33,"1,565,000",NaN
151,13.02.2022,אריאב חיים 8,7281-11-32,דירה בבית קומות,3,רביעית,39.60,"1,550,000",NaN
152,26.10.2003,אריאב חיים 8,7281-11-32,דירה בבית קומות,3,רביעית,39.60,"358,000",NaN
153,14.06.1999,אריאב חיים 8,7281-11-32,דירה בבית קומות,3,רביעית,39.60,"285,000",NaN
154,13.02.2022,פרנק צבי 18,3929-281-25,דירה בבית קומות,3,שביעית,73,"1,720,000",NaN
155,11.02.2022,הורוביץ 11,3926-851-8,דירה בבית קומות,3,שניה,71.51,"1,660,000",NaN
156,10.02.2022, ,3629-325-88,דירה בבית קומות,3,חמש עשרה,81.61,"2,380,000",NaN
157,10.02.2022,מורדי הגטאות 40,4242-526-118,דירה בבית קומות,3,שישית,71.80,"1,687,000",56% ב 7.5 שנים
158,10.08.2014,מורדי הגטאות 40,4242-526-118,דירה בבית קומות,3,שישית,71.80,"1,075,000",56% ב 7.5 שנים
159,09.02.2022,מורשת ישראל 12,5116-81-28,דירה בבית קומות,3,שביעית,65.40,"2,075,000",88% ב 8.3 שנים
160,29.10.2013,מורשת ישראל 12,5116-81-28,דירה בבית קומות,3,שביעית,65.40,"1,100,000",88% ב 8.3 שנים
161,09.02.2022,שוחט מניה 5,3926-708-14,דירה בבית קומות,3,שלישית,67.19,"1,750,000",34% ב 3 שנים
162,21.01.2019,שוחט מניה 5,3926-708-14,דירה בבית קומות,3,שלישית,67.19,"1,305,000",34% ב 3 שנים
163,09.02.2022,הנגיד 20,5115-75-7,דירה בבית קומות,3,שניה,65.40,"1,975,000",55% ב 8.5 שנים
164,01.07.2013,הנגיד 20,5115-75-7,דירה בבית קומות,3,שניה,65.40,"1,270,000",55% ב 8.5 שנים
165,08.02.2022,קרית ספר 21,3945-616-6,דירה בבית קומות,3,ראשונה,63.34,"1,640,000",42% ב 6.9 שנים
166,01.03.2015,קרית ספר 21,3945-616-6,דירה בבית קומות,3,ראשונה,63.34,"1,150,000",42% ב 6.9 שנים
167,08.02.2022,קרית ספר 2,3945-684-10,דירה בבית קומות,3,רביעית,53.19,"1,550,000",25% ב 3.1 שנים
168,11.12.2018,קרית ספר 2,3945-684-10,דירה בבית קומות,3,רביעית,53.19,"1,240,000",25% ב 3.1 שנים
169,07.02.2022,הרב נריה 8,5116-25-77,דירה בבית קומות,3,תשיעית,72.25,"1,500,000",87% ב 15.1 שנים
170,24.12.2006,הרב נריה 8,5116-25-77,דירה בבית קומות,3,תשיעית,72.25,"800,000",87% ב 15.1 שנים
171,14.03.2002,הרב נריה 8,5116-25-77,דירה בבית קומות,3,תשיעית,72.25,"699,000",87% ב 15.1 שנים
172,07.02.2022,היצהר 3,5038-11-64,דירה בבית קומות,3,שלישית,82.30,"985,000",NaN
173,06.02.2022,NaN,3925-737-86,דירה בבית קומות,3,רביעית,94,"2,573,000",NaN
174,06.02.2022,NaN,3925-737-86,דירה בבית קומות,3,רביעית,94,"2,573,000",NaN
175,06.02.2022,מאירוביץ 4,3936-233-19,דירה בבית קומות,3,רביעית,71,"1,700,000",NaN
176,06.02.2022,פישלזון 6,3929-209-3,דירה בבית קומות,3,שניה,62.58,"1,550,000",NaN
177,04.02.2022,דרור 19,3933-135-10,דירה בבית קומות,3,שניה,66.07,"808,000",20% ב 5.2 שנים
178,08.11.2016,דרור 19,3933-135-10,דירה בבית קומות,3,שניה,66.07,"1,340,000",20% ב 5.2 שנים
179,03.02.2022,קארו יוסף 5,3930-221-1,דירה בבית קומות,3,ראשונה,65.08,"1,400,000",16% ב 3.9 שנים
180,26.03.2018,קארו יוסף 5,3930-221-1,דירה בבית קומות,3,ראשונה,65.08,"1,200,000",16% ב 3.9 שנים
181,26.01.2012,קארו יוסף 5,3930-221-1,דירה בבית קומות,3,ראשונה,65.08,"870,000",16% ב 3.9 שנים
182,03.02.2022,משה בן נחמן 9,4247-583-23,דירה בבית קומות,3,ראשונה,79.78,"2,340,000",95% ב 13 שנים
183,20.02.2009,משה בן נחמן 9,4247-583-23,דירה בבית קומות,3,ראשונה,79.78,"1,200,000",95% ב 13 שנים
184,02.02.2022,NaN,3629-320-16,דירה בבית קומות,3,רביעית,75,"2,350,000",NaN
185,01.02.2022,קאליב 1,6286-292-22,דירה בבית קומות,3,שלישית,57.40,"1,200,000",NaN
186,01.02.2022,שוחט מניה 12,3926-914-15,דירה בבית קומות,3,רביעית,65.90,"1,720,000",NaN
187,01.02.2022,גשר 5,5387-22-37,דירה בבית קומות,3,שלישית,64.10,"930,000",NaN
188,31.01.2022,ויצברד 8,3933-193-7,דירה בבית קומות,3,שניה,67.88,"1,500,000",160% ב 18.9 שנים
189,28.02.2003,ויצברד 8,3933-193-7,דירה בבית קומות,3,שניה,67.88,"576,000",160% ב 18.9 שנים
190,30.01.2022,הירשפלד 2,3926-1365-21,דירה בבית קומות,3,שלישית,61.50,"1,810,000",NaN
191,30.01.2022,שדה נחום 6,5387-61-12,דירה בבית קומות,3,שלישית,68,"2,000,000",25% ב 2 שנים
192,14.01.2020,שדה נחום 6,5387-61-12,דירה בבית קומות,3,שלישית,68,"1,600,000",25% ב 2 שנים
193,06.06.2002,שדה נחום 6,5387-61-12,דירה בבית קומות,3,שלישית,68,"769,000",25% ב 2 שנים
194,27.01.2022,ניר דוד 8,5388-43-31,דירה בבית קומות,3,שלישית,66,"1,750,000",NaN
195,26.01.2022,טרכטנברג 20,3928-564-8,דירה בבית קומות,3,שלישית,77.09,"1,880,000",54% ב 6.6 שנים
196,06.05.2015,טרכטנברג 20,3928-564-8,דירה בבית קומות,3,שלישית,77.09,"1,220,000",54% ב 6.6 שנים
197,26.01.2022,שוחט מניה 4,3926-726-25,דירה בבית קומות,3,שלישית,66,"1,560,000",73% ב 8.3 שנים
198,29.09.2013,שוחט מניה 4,3926-726-25,דירה בבית קומות,3,שלישית,66,"900,000",73% ב 8.3 שנים
199,13.10.2008,שוחט מניה 4,3926-726-25,דירה בבית קומות,3,שלישית,66,"670,000",73% ב 8.3 שנים
200,25.01.2022,קרן היסוד 3,3928-68-9,דירה בבית קומות,3,ראשונה,71.81,"1,640,000",NaN
201,24.01.2022,מורשת ישראל 9,5114-45-20,דירה בבית קומות,3,חמישית,65.40,"1,930,000",146% ב 16.5 שנים
202,06.07.2005,מורשת ישראל 9,5114-45-20,דירה בבית קומות,3,חמישית,65.40,"784,000",146% ב 16.5 שנים
203,24.01.2022,חבקוק שלום 11,3937-98-12,דירה בבית קומות,3,שלישית,59.52,"1,565,000",NaN
204,24.01.2022,אנילביץ 20,7282-5-14,דירה בבית קומות,3,רביעית,57,"1,580,000",NaN
205,06.12.2006,אנילביץ 20,7282-5-14,דירה בבית קומות,3,רביעית,57,"345,000",NaN
206,23.01.2022,צ'לנוב 8,3926-958-2,דירה בבית קומות,3,ראשונה,61.86,"1,665,000",80% ב 11.7 שנים
207,28.04.2010,צ'לנוב 8,3926-958-2,דירה בבית קומות,3,ראשונה,61.86,"920,000",80% ב 11.7 שנים
208,13.05.2005,צ'לנוב 8,3926-958-2,דירה בבית קומות,3,ראשונה,61.86,"612,000",80% ב 11.7 שנים
209,27.11.2001,צ'לנוב 8,3926-958-2,דירה בבית קומות,3,ראשונה,61.86,"581,000",80% ב 11.7 שנים
210,23.01.2022,משורר השואה 9,7282-15-15,דירה בבית קומות,3,שניה,47.10,"1,000,000",NaN
211,23.01.2022,וולפסון 49,3926-934-3,דירה בבית קומות,3,ראשונה,72.33,"1,790,000",107% ב 11.2 שנים
212,27.10.2010,וולפסון 49,3926-934-3,דירה בבית קומות,3,ראשונה,72.33,"863,000",107% ב 11.2 שנים
213,21.01.2022,אנילביץ 6,7282-18-18,דירה בבית קומות,3,שלישית,84,"1,710,000",26% ב 2.6 שנים
214,23.05.2019,אנילביץ 6,7282-18-18,דירה בבית קומות,3,שלישית,84,"1,350,000",26% ב 2.6 שנים
215,11.01.2001,אנילביץ 6,7282-18-18,דירה בבית קומות,3,שלישית,84,"452,000",26% ב 2.6 שנים
216,20.01.2022,לובמן חביב 5,3937-5-10,דירה בבית קומות,3,קומה ‎5‏,72.95,"2,200,000",NaN
217,20.01.2022,רוטנברג 15,3934-164-2,דירה בבית קומות,3,ראשונה,46.70,"1,615,000",29% ב 4.8 שנים
218,15.03.2017,רוטנברג 15,3934-164-2,דירה בבית קומות,3,ראשונה,46.70,"1,250,000",29% ב 4.8 שנים
219,20.01.2022,התזמורת 10,5182-22-22,דירה בבית קומות,3,שישית,69.38,"1,870,000",NaN
220,19.01.2022,דגניה 7,3929-557-2,דירה בבית קומות,3,ראשונה,77.18,"1,400,000",NaN
221,19.01.2022,וולפסון 27,3926-272-7,דירה בבית קומות,3,רביעית,56.55,"1,530,000",21% ב 2.4 שנים
